id,project,status,created_at,updated_at,application_round,wallet_address,last_updated,project_id,title,description,website,github_user,project_github,project_twitter,previous_funding,team_size,live_on_other_chains,project_value,improvements_to_existing_project
0x2fffdbabe689b782496d15ee8c7c0310329ed63519041c70a8039fce74cd932b-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x2fffdbabe689b782496d15ee8c7c0310329ed63519041c70a8039fce74cd932b,PENDING,2022-12-01 22:56:09,2022-12-01 22:56:09,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x677d6ec74fa352d4ef9b1886f6155384acd70d90,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:108,Atlantica Market,"Atlantica is designed for everyone, from all networks and will offer a wide range of NFTs including but not limited to artworks, videos and music.

We’re striving to offer the best utility available and have designed our platform as an interactive, user-friendly space that inspires creativity and community engagement. Our beta will launch as a leading NFT marketplace on the Fantom Network, but the future of Atlantica lies in a multichain platform that can integrate crosschain transactions. Hector Network is committed to pioneering the future in both the Defi and NFT arena.",https://atlantica.market,,,https://twitter.com/AtlanticaMarket,"Yes, we received also the last Fantom Incentive Program for a few weeks.",Hector Network overall around 45,No,"As an innovative and user-friendly NFT marketplace, Atlantica brings many advantages. The NFT sector will continue to grow alongside art, as the possibilities for NFTs and their utilities are limitless. Atlantica, with its secure environment, will support the Fantom Network as such and bring many users onto the chain. Our partnership with Borussia Dortmund and the associated planned marketing measures for Atlantica will support this.",
0x30b826002362b50fbcc7ee9ccd0515e4ab91c14141d3c037df69398c04a026ed-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x30b826002362b50fbcc7ee9ccd0515e4ab91c14141d3c037df69398c04a026ed,PENDING,2022-11-18 19:46:02,2022-11-18 19:46:02,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,0,54,DefiLlama,Open and transparent DeFi TVL and analytics. Fully Open Source.,https://defillama.com/,0xngmi,DefiLlama,DefiLlama,"Previously received funding from Gitcoin Grants, direct donations and self-funding. No investment received.",13,"Yes, DefiLlama tracks almost all chains and LlamaPay is live on most EVM chains.","We track DeFi metrics for fantom projects, such as TVL, Volume, Fees/Revenue and APYs of pools, improving discover-ability for projects on fantom. LlamaPay is also live on fantom and it's used by multiple native fantom teams such as SpookySwap to distribute salaries to their team members.",
0x3431b7e39ae4004e7bd741879b334984e869ca6ada7954845efb74c16f543e43-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x3431b7e39ae4004e7bd741879b334984e869ca6ada7954845efb74c16f543e43,PENDING,2022-11-29 10:30:51,2022-11-29 10:30:51,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x568aacee8c87f4c38d35431b12b0beab965ffb48,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:87,StableBattle,"StableBattle is a medieval real-time mass PvP tournament game based on S2P&E model.

S2P&E offers in-game rewards that are significant and sustainable as they come from DeFi yields resulting in players can't lose their initial funds. S2P&E can be implemented as a separate mechanics to existing games and NFT projects in addition to their own reward system. Think about it as multi chain DeFi protocol + tools/services for developers.",https://stablebattle.io/,,https://github.com/StableBattle,https://twitter.com/StableBattle," It's already backed by highly experienced crypto stakeholders from 7xvc.com, atka.io, brcapital.io and angels from mithraeum.io, azuro.org, opgames.org, metaguild.com.",17,Goerli Testnet,"New GameFi model + GameFi infrastructure for GameDevs, NFT collections, projects.",
0x37ad3db0b0bc56cea1909e6a6f21fd35453ef27f1d9a91e9edde75de10cc9cf8-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x37ad3db0b0bc56cea1909e6a6f21fd35453ef27f1d9a91e9edde75de10cc9cf8,PENDING,2022-12-01 22:26:19,2022-12-01 22:26:19,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xe126b3e5d052f1f575828f61feba4f4f2603652a,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:107,Revoke.cash - Helping you stay safe in web3,"Hey all, we're building free and open source tools to help you stay safe in web3! 👋

To use tokens in decentralised applications such as Uniswap you have to grant the application permission to spend tokens on your behalf - known as an allowance. Allowances are an important part of using these apps, but can be dangerous if left unchecked.

Bugs can exists and exploits can happen even in established projects, and by approving token allowances you are potentially exposing your wallet to these exploits. To keep yourself safe from allowance exploits it is a good practice to regularly inspect and revoke your allowances.

Revoke.cash comes in as a preventative tool to manage your token allowances and practice proper wallet hygiene. By regularly revoking active allowances you reduce the chances of becoming the victim of allowance exploits.

In many cases, phishing websites try to make you sign an allowance while they pretend to be an NFT mint or other legitimate use cases. When these phishing scams happen, it is recommended to use Revoke.cash to mitigate the damage, but it is even better to prevent the scam in the first place.

This is where the Revoke.cash Browser Extension comes in. The extension pops up whenever you are about to sign an allowance and will inform you of the allowance details. This can help you prevent signing malicious allowances.",https://revoke.cash,rkalis,RevokeCash,RevokeCash,Gitcoin Grants,1,"Yes, Revoke.cash supports 30+ chains, and the browser extension supports every EVM chain","As a DeFi ecosystem grows more funds will be at risk due to forgotten allowances, and more bad actors will be attracted to the ecosystem trying to scam newer users. Revoke.cash can help mitigate these issues.",
0x388fc68326283b17673aa3cf1286d2cd631083357680dce1badb2111a0380cb6-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x388fc68326283b17673aa3cf1286d2cd631083357680dce1badb2111a0380cb6,PENDING,2022-12-04 18:12:27,2022-12-04 18:12:27,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xf00fa744e27a6af21850d17c8bfb138bb55f337a,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:142,World of Magik,"Magik is a community led blockchain gaming protocol on the Fantom network.

In the 10 months since its founding by UK-based brothers Jimmy and Avery, a group of about a dozen game, smart contract and business developers have come together to build a better model for on-chain gaming. 

Our goal is to build an inclusive decentralized gaming “world” where user participation drives the direction of development and culture. 

We’re using Fantom rails to facilitate near-instant in-game transaction settlement for arena matches, self-custodied user inventories and “faction” armories. 

We’re designing a new v2 tokenomic model and smart contract system - replacing token inflation with platform fees as the driver of in-game incentives’ and healthy ecosystem participation. 

We’re focused on providing the maximum value to users, and building the most kickass gaming community on the blockchain - or anywhere else.

We had a pretty unusual route to “finding ourselves” as a protocol. Last March, we launched a yield optimizer platform called Magik.Farm, intent on generating fees to keep the lights on while the market tanked. 

Our lead game developer Kyle started off as a community member. So did our operations manager Brett. In fact, every member of the Magik team has come from its community (myself included). 

We’ve spent close to $0 on marketing or advertising. We’ve never raised funds/vc or dumped tokens for project runway. We’ve been a net accumulator of MAGIK.

We’re proud of what we’ve done together over the past 10 months - building a team of deep conviction from 0. We humbly ask for your support in helping us take it to the next level.

Magik Owen
",https://worldofmagik.com,Magikfinance,,magikthedog,No,8,No,"We’ve structured an early go-to market approach with Magik Arena (beta) that’s focused on on-boarding users from BSC and AVAX via “Faction” NFT mints.   Our role at Magik.Farm as a service provider allowed us to build deep relationships with numerous protocols on other chains. They’re pitching in to promote and facilitate an in-game starter pack that will get its users a bit of MAGIK and FTM gas. We want to make it easy for anyone to jump in and play.  We’re looking to build multi-layered and meaningful in-game economies within a UX that just works. We want users to ultimately drive and be the beneficiaries of those economies. Our focus is primarily on game development, but long term we see potential for Magik World as a space for social hangouts, subscription based communities and 3rd party vendor storefronts for in-game and out of game assets.  There’s a vast world waiting to be built. We’re making it easy to become a homesteader and cultivate the land.",
0x3c99bc98e0c72d11db724e69a878b4b64c42bf7de26da11ca11e3df3a909b443-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x3c99bc98e0c72d11db724e69a878b4b64c42bf7de26da11ca11e3df3a909b443,PENDING,2022-12-03 15:11:37,2022-12-03 15:11:37,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x9a8568782896c4d4153b8b4d7e440e84e2c2cfbb,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:128,Debets Protocol,A fully Decentralized & Permissionless Web3 iGaming Platform.,https://app.debets.org,,,https://twitter.com/debets_org,No,4 members,"yes, polygon",Debets can provide a decentralized gambling platform for all tokens in FTM network. It will be an innovative use case for token holders.,
0x40723e51c0cf0db8154fb4657199e1dc05728e70f91697dfbb0510dff1543dac-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x40723e51c0cf0db8154fb4657199e1dc05728e70f91697dfbb0510dff1543dac,PENDING,2022-11-15 07:23:50,2022-11-15 07:23:50,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xd41dfd22e5d1f1a223df011ac3200585e5958148,0,24,Metaland,"MetaLand is an RPG based on the D20 gaming rules and blockchain, which currently runs on Fantom network. It is inspired by Andre Cronje's Rarity contract components, and it aims to create a game meta-universe ecosystem. Players can mint NFT, forge and upgrade gear, join battle to win gaming resources, which includes MonsterNFT, Copper, Gear, etc (All could be randomly obtained from the protocols by users who participated in the game). All income from the project is held in the DAO vault, which is jointly managed by the vedcMST holders. Future investment targets of the vault, distribution of income, etc. are decided by the community.

Current token holders: 6,178 addresses. We have more than 3,000 seed users in the community, and 10 core devs. We will deliver different components system in future, like: Weapon, Material, Guild, Land, etc, which devs from the 3rd party could leverage to produce all kinds of dungeons. Core gaming usage privilege would be accessible to dungeon devs via voting of ve model. Players could earn rewards by joining dungeons. With more dungeons comes more pleasant gaming experience, which would certainly draw more attention from different communities.",https://metaland.game,crypto-shuraba,crypto-contracts,Crypto_Shuraba,no,10,no,"Just like the development of natural ecology needs diversity of species, the ecological development of public blockchain also needs to have more types of builders and creators. We designed the ve voting model, DAO vault and component system to try to realize this. 1. ve voting model is the resource allocation mechanism of the project, the more tokens you lock and the longer they get locked, the more voting rights you will have. ve voting decides whether or not the core assets of game should be granted to those dungeons 3rd party devs built. 2. the DAO vault will be used to invest in other DeFi protocols, and then the profit obtained will be used to reward top players, increase token liquidity, destroy invalid tokens, etc. 3. component system is the base protocol for 3rd party developers who can try to create more new dungeons, which will bring more game scenarios. Good dungeons would get more ve votes to get access to more core assets. Then dungeon creator and his users would get more incentives for building up a healthy ecosystem.  Our current grant application will be used to expand the capital of the DAO vault.",
0x424bb8d0ab2fe7832d1d8bd95d2b2395ca3af0092783504e4cd6c2687f1f3fc0-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x424bb8d0ab2fe7832d1d8bd95d2b2395ca3af0092783504e4cd6c2687f1f3fc0,PENDING,2022-12-04 00:41:04,2022-12-04 00:41:04,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0xf3e78d0c16d148574440d13a76255af0ec20d3b9,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:137,Zombiverse,"Dividend yielding NFTs that distribute studio revenue to NFT holders. No more play to earn. Just earn!

Our unique advertising strategy will see ads in games transformed from disruptive click bait to seamless relationships between gamers and advertisers. No more pop up ads. No more poor quality ads. A new mutually beneficial symbiosis  between gamers and businesses. 

The best part is that revenue from all our games are distributed to NFT holders which will bring real utility to NFT owners. 

Gamers can trade their NFTs as with all other gaming projects however Five Two Eight Games plans on creating a whole new sector where Gamers, Indie developers and investors own a share of the studio projects through our NFT staking contracts.

Staking contracts are setup to distribute multiple tokens which enables us to partner with other studios and indie developers to promote their games. 

Own The Game.  

The zombiverse is one of our current projects however we are also working on Food Fighter NFT and Hubris Solaris. All these games are playable right now on IOS and android and available on the Google and Apple app stores. 

Check out our first NFT project : Food Fighters which is already playable on google play and apple app stores:

https://foodfighter.website/



We are fully compliant with all app store rules and terms of service. Our real time cloud layer bridges the gap between web 2.0 and web 3.0.",https://www.zombiespectre.com,528games,,games528,No,4,Yes,"The funding will be used entirely to stake Fantom on chain. The revenue from rewards will be used to fund the marketing for our effort. This will create a sustainable feedback loop. The more revenue we generate, the more we will stake to validate the Fantom network which in turn boosts our marketing budget.",Our staking contract is completely proprietary.
0x44004a63bd3824f3fad649689bfd5ace7c124bdf49a1dd028e87d42876b72cec-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x44004a63bd3824f3fad649689bfd5ace7c124bdf49a1dd028e87d42876b72cec,PENDING,2022-11-30 20:16:18,2022-11-30 20:16:18,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x71ac06f78e2724ecd504cdf2b521ed0091498676,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:96,Assetux,"№1 Fiat to DeFi exchange built on interoperable DeFi ❤️

Community can buy Tokens directly on selected chain, and even the one listed only the DEXes with Visa/MC/МИР 🚀

Assetux uses on-chain DEX liquidity pools for fiat -> crypto deals, thus all the volume reflected on-chain.",https://assetux.com/en,bogdyak,assetux,assetux,Personal funds,12,"Yes, BSC. Planning on Polygon",Any token traded on fantom dexes can be purchased with credit & debit card. Assetux opens traffic of fiat community by providing simple solution to make a first step to join Fantom ecosystem - Buy token of Dapp. ,
0x44267b35a8efb7381ac628470c69ea711b64d2b29bd62602e88a2a3202eede2f-0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x44267b35a8efb7381ac628470c69ea711b64d2b29bd62602e88a2a3202eede2f,PENDING,2022-12-04 01:39:01,2022-12-04 01:39:01,0xebdb4156203c8b35b7a7c6f320786b98e5ac67c3,0x112e372bb5ec17c1ea6b1d679ea72afbd2a94404,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:138,Chaineye - Fantom Round,"ChainEye aims to build the world leading free and open source omnichain analytical tools for retail investors.  Launched in the Q4 2021, Chaineye has a total of over 100k user visits( as per our backend data, we have helped over 5K+ users to transfer asset from other chains to fantom).

Currently, it has the following five functions:
 
BridgeEye - a multi-chain bridge comparison tool. Users can use this tool to find the optimal bridge option given the source chain, destination chain and the amount of asset. Supported Chains include ethereum, polygon, avalanche, bnb chain, aurora, fantom etc. 
 
CEX transfer fee -  Uses can check all the CEXs deposit and withdrawal status without logging into CEX. Users can find the cheapest route between CEX & On-chain transfer by sorting out the withdrawal fee. The data is updated every 10 minutes.
 
Multichain Gas - Users can check the gas history and hour distribution for various chains in one page.

ETH Staking - Users can find eth staking metrics such as 7 Days apy, effective apy, TVL, stakers, liquidity,  volume, rewards cycles etc. for different staking protocols. 

RPC List - Users can find the best public rpc in terms of height, latency , 24 hour status, provider information etc. We provide the most complete rpc public nodes in the market for the following chains: Etherum, BNB, Polygon,aurora, fantom etc. 
",https://chaineye.tools,DeFiTeddy,DeFiEye,biteyecn,"Yes, from gitcoin round 13,14 and 15",6,"yes, it is a cross chain project so it is live on etherum , polygon etc. ","ChainEye aims to build the world leading free and open source omnichain analytical tools for retail investors. Launched in the Q4 2021, Chaineye has a total of over 100k user visits. As per our backend data, we have helped over 5K+ users to transfer asset from other chains to fantom.",
